id_entry_nbp,level_0,index,date,value,value2,value3,USD_PLN
2617,2617,228,1999-11-25,4.209,42090,4209000,4.209
2618,2618,229,1999-11-26,4.2358,42358,4235800,4.2358
2619,2619,230,1999-11-29,4.2703,42703,4270300,4.2703
2620,2620,231,1999-11-30,4.2903,42903,4290300,4.2903
2621,2621,232,1999-12-01,4.2473,42473,4247300,4.2473
2622,2622,233,1999-12-02,4.2687,42687,4268700,4.2687
2623,2623,234,1999-12-03,4.2539,42539,4253900,4.2539
2624,2624,235,1999-12-06,4.229,42290,4229000,4.229
2625,2625,236,1999-12-07,4.1829,41829,4182900,4.1829
2626,2626,237,1999-12-08,4.175,41750,4175000,4.175
2627,2627,238,1999-12-09,4.1631,41631,4163100,4.1631
2628,2628,239,1999-12-10,4.1405,41405,4140500,4.1405
2629,2629,240,1999-12-13,4.1547,41547,4154700,4.1547
2630,2630,241,1999-12-14,4.1877,41877,4187700,4.1877
2631,2631,242,1999-12-15,4.2178,42178,4217800,4.2178
2632,2632,243,1999-12-16,4.1792,41792,4179200,4.1792
2633,2633,244,1999-12-17,4.1581,41581,4158100,4.1581
2634,2634,245,1999-12-20,4.1685,41685,4168500,4.1685
2635,2635,246,1999-12-21,4.1478,41478,4147800,4.1478
2636,2636,247,1999-12-22,4.1273,41273,4127300,4.1273
2637,2637,248,1999-12-23,4.1332,41332,4133200,4.1332
2638,2638,249,1999-12-24,4.1144,41144,4114400,4.1144
2639,2639,250,1999-12-27,4.1178,41178,4117800,4.1178
2640,2640,251,1999-12-28,4.1285,41285,4128500,4.1285
2641,2641,252,1999-12-29,4.1317,41317,4131700,4.1317
2642,2642,253,1999-12-30,4.1483,41483,4148300,4.1483
2643,2643,0,1999-12-30,4.1483,41483,4148300,4.1483
2644,2644,1,2000-01-03,4.1171,41171,4117100,4.1171
2645,2645,2,2000-01-04,4.1267,41267,4126700,4.1267
2646,2646,3,2000-01-05,4.1299,41299,4129900,4.1299
2647,2647,4,2000-01-06,4.1129,41129,4112900,4.1129
2648,2648,5,2000-01-07,4.0898,40898,4089800,4.0898
2649,2649,6,2000-01-10,4.062,40620,4062000,4.062
2650,2650,7,2000-01-11,4.0457,40457,4045700,4.0457
2651,2651,8,2000-01-12,4.0718,40718,4071800,4.0718
2652,2652,9,2000-01-13,4.066,40660,4066000,4.066
2653,2653,10,2000-01-14,4.066,40660,4066000,4.066
2654,2654,11,2000-01-17,4.0845,40845,4084500,4.0845
2655,2655,12,2000-01-18,4.0655,40655,4065500,4.0655
2656,2656,13,2000-01-19,4.0959,40959,4095900,4.0959
2657,2657,14,2000-01-20,4.0834,40834,4083400,4.0834
2658,2658,15,2000-01-21,4.0757,40757,4075700,4.0757
2659,2659,16,2000-01-24,4.0867,40867,4086700,4.0867
2660,2660,17,2000-01-25,4.1225,41225,4122500,4.1225
2661,2661,18,2000-01-26,4.1211,41211,4121100,4.1211
2662,2662,19,2000-01-27,4.1303,41303,4130300,4.1303
2663,2663,20,2000-01-28,4.1637,41637,4163700,4.1637
2664,2664,21,2000-01-31,4.2076,42076,4207600,4.2076
2665,2665,22,2000-02-01,4.2162,42162,4216200,4.2162
2666,2666,23,2000-02-02,4.2511,42511,4251100,4.2511
2667,2667,24,2000-02-03,4.2248,42248,4224800,4.2248
2668,2668,25,2000-02-04,4.1681,41681,4168100,4.1681
2669,2669,26,2000-02-07,4.1759,41759,4175900,4.1759
2670,2670,27,2000-02-08,4.1672,41672,4167200,4.1672
2671,2671,28,2000-02-09,4.1373,41373,4137300,4.1373
2672,2672,29,2000-02-10,4.1561,41561,4156100,4.1561
2673,2673,30,2000-02-11,4.1369,41369,4136900,4.1369
2674,2674,31,2000-02-14,4.1417,41417,4141700,4.1417
2675,2675,32,2000-02-15,4.1545,41545,4154500,4.1545
2676,2676,33,2000-02-16,4.136,41360,4136000,4.136
2677,2677,34,2000-02-17,4.1136,41136,4113600,4.1136
2678,2678,35,2000-02-18,4.1021,41021,4102100,4.1021
2679,2679,36,2000-02-21,4.1127,41127,4112700,4.1127
2680,2680,37,2000-02-22,4.0876,40876,4087600,4.0876
2681,2681,38,2000-02-23,4.0986,40986,4098600,4.0986
2682,2682,39,2000-02-24,4.0769,40769,4076900,4.0769
2683,2683,40,2000-02-25,4.1258,41258,4125800,4.1258
2684,2684,41,2000-02-28,4.1698,41698,4169800,4.1698
2685,2685,42,2000-02-29,4.1531,41531,4153100,4.1531
2686,2686,43,2000-03-01,4.1607,41607,4160700,4.1607
2687,2687,44,2000-03-02,4.1248,41248,4124800,4.1248
2688,2688,45,2000-03-03,4.1252,41252,4125200,4.1252
2689,2689,46,2000-03-06,4.1119,41119,4111900,4.1119
2690,2690,47,2000-03-07,4.1316,41316,4131600,4.1316
2691,2691,48,2000-03-08,4.1312,41312,4131200,4.1312
2692,2692,49,2000-03-09,4.1245,41245,4124500,4.1245
2693,2693,50,2000-03-10,4.0926,40926,4092600,4.0926
2694,2694,51,2000-03-13,4.1021,41021,4102100,4.1021
2695,2695,52,2000-03-14,4.1011,41011,4101100,4.1011
2696,2696,53,2000-03-15,4.0817,40817,4081700,4.0817
2697,2697,54,2000-03-16,4.0757,40757,4075700,4.0757
2698,2698,55,2000-03-17,4.0773,40773,4077300,4.0773
2699,2699,56,2000-03-20,4.0696,40696,4069600,4.0696
2700,2700,57,2000-03-21,4.0462,40462,4046200,4.0462
2701,2701,58,2000-03-22,4.0553,40553,4055300,4.0553
2702,2702,59,2000-03-23,4.0653,40653,4065300,4.0653
2703,2703,60,2000-03-24,4.0403,40403,4040300,4.0403
2704,2704,61,2000-03-27,4.035,40350,4035000,4.035
2705,2705,62,2000-03-28,4.0477,40477,4047700,4.0477
2706,2706,63,2000-03-29,4.0785,40785,4078500,4.0785
2707,2707,64,2000-03-30,4.1033,41033,4103300,4.1033
2708,2708,65,2000-03-31,4.1428,41428,4142800,4.1428
2709,2709,66,2000-04-03,4.1343,41343,4134300,4.1343
2710,2710,67,2000-04-04,4.1899,41899,4189900,4.1899
2711,2711,68,2000-04-05,4.1896,41896,4189600,4.1896
2712,2712,69,2000-04-06,4.1895,41895,4189500,4.1895
2713,2713,70,2000-04-07,4.1742,41742,4174200,4.1742
2714,2714,71,2000-04-10,4.1422,41422,4142200,4.1422
2715,2715,72,2000-04-11,4.1497,41497,4149700,4.1497
2716,2716,73,2000-04-12,4.0992,40992,4099200,4.0992
2717,2717,74,2000-04-13,4.1631,41631,4163100,4.1631
2718,2718,75,2000-04-14,4.1751,41751,4175100,4.1751
2719,2719,76,2000-04-17,4.2762,42762,4276200,4.2762
2720,2720,77,2000-04-18,4.2723,42723,4272300,4.2723
2721,2721,78,2000-04-19,4.2558,42558,4255800,4.2558
2722,2722,79,2000-04-20,4.288,42880,4288000,4.288
2723,2723,80,2000-04-21,4.2948,42948,4294800,4.2948
2724,2724,81,2000-04-25,4.298,42980,4298000,4.298
2725,2725,82,2000-04-26,4.3045,43045,4304500,4.3045
2726,2726,83,2000-04-27,4.306,43060,4306000,4.306
2727,2727,84,2000-04-28,4.4234,44234,4423400,4.4234
2728,2728,85,2000-05-02,4.4548,44548,4454800,4.4548
2729,2729,86,2000-05-04,4.544,45440,4544000,4.544
2730,2730,87,2000-05-05,4.6342,46342,4634200,4.6342
2731,2731,88,2000-05-08,4.5833,45833,4583300,4.5833
2732,2732,89,2000-05-09,4.5197,45197,4519700,4.5197
2733,2733,90,2000-05-10,4.4124,44124,4412400,4.4124
2734,2734,91,2000-05-11,4.4932,44932,4493200,4.4932
2735,2735,92,2000-05-12,4.46,44600,4460000,4.46
2736,2736,93,2000-05-15,4.4413,44413,4441300,4.4413
2737,2737,94,2000-05-16,4.4086,44086,4408600,4.4086
2738,2738,95,2000-05-17,4.4581,44581,4458100,4.4581
2739,2739,96,2000-05-18,4.5321,45321,4532100,4.5321
2740,2740,97,2000-05-19,4.5163,45163,4516300,4.5163
2741,2741,98,2000-05-22,4.4916,44916,4491600,4.4916
2742,2742,99,2000-05-23,4.5093,45093,4509300,4.5093
2743,2743,100,2000-05-24,4.4994,44994,4499400,4.4994
2744,2744,101,2000-05-25,4.5013,45013,4501300,4.5013
2745,2745,102,2000-05-26,4.5186,45186,4518600,4.5186
2746,2746,103,2000-05-29,4.4975,44975,4497500,4.4975
2747,2747,104,2000-05-30,4.4602,44602,4460200,4.4602
2748,2748,105,2000-05-31,4.3914,43914,4391400,4.3914
2749,2749,106,2000-06-01,4.377,43770,4377000,4.377
2750,2750,107,2000-06-02,4.3674,43674,4367400,4.3674
2751,2751,108,2000-06-05,4.3199,43199,4319900,4.3199
2752,2752,109,2000-06-06,4.3716,43716,4371600,4.3716
2753,2753,110,2000-06-07,4.3303,43303,4330300,4.3303
2754,2754,111,2000-06-08,4.396,43960,4396000,4.396
2755,2755,112,2000-06-09,4.421,44210,4421000,4.421
2756,2756,113,2000-06-12,4.4002,44002,4400200,4.4002
2757,2757,114,2000-06-13,4.3939,43939,4393900,4.3939
2758,2758,115,2000-06-14,4.3939,43939,4393900,4.3939
2759,2759,116,2000-06-15,4.3974,43974,4397400,4.3974
2760,2760,117,2000-06-16,4.4169,44169,4416900,4.4169
2761,2761,118,2000-06-19,4.3942,43942,4394200,4.3942
2762,2762,119,2000-06-20,4.3913,43913,4391300,4.3913
2763,2763,120,2000-06-21,4.4103,44103,4410300,4.4103
2764,2764,121,2000-06-23,4.4327,44327,4432700,4.4327
2765,2765,122,2000-06-26,4.4667,44667,4466700,4.4667
2766,2766,123,2000-06-27,4.42,44200,4420000,4.42
2767,2767,124,2000-06-28,4.4045,44045,4404500,4.4045
2768,2768,125,2000-06-29,4.3992,43992,4399200,4.3992
2769,2769,126,2000-06-30,4.3907,43907,4390700,4.3907
2770,2770,127,2000-07-03,4.3651,43651,4365100,4.3651
2771,2771,128,2000-07-04,4.3126,43126,4312600,4.3126
2772,2772,129,2000-07-05,4.3004,43004,4300400,4.3004
2773,2773,130,2000-07-06,4.3204,43204,4320400,4.3204
2774,2774,131,2000-07-07,4.3212,43212,4321200,4.3212
2775,2775,132,2000-07-10,4.3078,43078,4307800,4.3078
2776,2776,133,2000-07-11,4.2644,42644,4264400,4.2644
2777,2777,134,2000-07-12,4.2833,42833,4283300,4.2833
2778,2778,135,2000-07-13,4.3257,43257,4325700,4.3257
2779,2779,136,2000-07-14,4.3345,43345,4334500,4.3345
2780,2780,137,2000-07-17,4.3333,43333,4333300,4.3333
2781,2781,138,2000-07-18,4.3053,43053,4305300,4.3053
2782,2782,139,2000-07-19,4.3404,43404,4340400,4.3404
2783,2783,140,2000-07-20,4.3578,43578,4357800,4.3578
2784,2784,141,2000-07-21,4.3048,43048,4304800,4.3048
2785,2785,142,2000-07-24,4.2952,42952,4295200,4.2952
2786,2786,143,2000-07-25,4.3096,43096,4309600,4.3096
2787,2787,144,2000-07-26,4.2922,42922,4292200,4.2922
2788,2788,145,2000-07-27,4.2971,42971,4297100,4.2971
2789,2789,146,2000-07-28,4.3327,43327,4332700,4.3327
2790,2790,147,2000-07-31,4.3388,43388,4338800,4.3388
2791,2791,148,2000-08-01,4.3524,43524,4352400,4.3524
2792,2792,149,2000-08-02,4.3738,43738,4373800,4.3738
2793,2793,150,2000-08-03,4.3773,43773,4377300,4.3773
2794,2794,151,2000-08-04,4.4051,44051,4405100,4.4051
2795,2795,152,2000-08-07,4.3978,43978,4397800,4.3978
2796,2796,153,2000-08-08,4.378,43780,4378000,4.378
2797,2797,154,2000-08-09,4.3673,43673,4367300,4.3673
2798,2798,155,2000-08-10,4.3603,43603,4360300,4.3603
2799,2799,156,2000-08-11,4.3308,43308,4330800,4.3308
2800,2800,157,2000-08-14,4.3558,43558,4355800,4.3558
2801,2801,158,2000-08-16,4.3423,43423,4342300,4.3423
2802,2802,159,2000-08-17,4.3183,43183,4318300,4.3183
2803,2803,160,2000-08-18,4.3139,43139,4313900,4.3139
2804,2804,161,2000-08-21,4.3279,43279,4327900,4.3279
2805,2805,162,2000-08-22,4.3302,43302,4330200,4.3302
2806,2806,163,2000-08-23,4.3413,43413,4341300,4.3413
2807,2807,164,2000-08-24,4.3492,43492,4349200,4.3492
2808,2808,165,2000-08-25,4.3833,43833,4383300,4.3833
2809,2809,166,2000-08-28,4.3821,43821,4382100,4.3821
2810,2810,167,2000-08-29,4.3597,43597,4359700,4.3597
2811,2811,168,2000-08-30,4.3885,43885,4388500,4.3885
2812,2812,169,2000-08-31,4.3812,43812,4381200,4.3812
2813,2813,170,2000-09-01,4.4084,44084,4408400,4.4084
2814,2814,171,2000-09-04,4.3675,43675,4367500,4.3675
2815,2815,172,2000-09-05,4.3379,43379,4337900,4.3379
2816,2816,173,2000-09-06,4.3628,43628,4362800,4.3628
2817,2817,174,2000-09-07,4.4249,44249,4424900,4.4249
2818,2818,175,2000-09-08,4.416,44160,4416000,4.416
2819,2819,176,2000-09-11,4.4264,44264,4426400,4.4264
2820,2820,177,2000-09-12,4.4534,44534,4453400,4.4534
2821,2821,178,2000-09-13,4.4919,44919,4491900,4.4919
2822,2822,179,2000-09-14,4.503,45030,4503000,4.503
2823,2823,180,2000-09-15,4.4873,44873,4487300,4.4873
2824,2824,181,2000-09-18,4.5423,45423,4542300,4.5423
2825,2825,182,2000-09-19,4.5901,45901,4590100,4.5901
2826,2826,183,2000-09-20,4.602,46020,4602000,4.602
2827,2827,184,2000-09-21,4.6084,46084,4608400,4.6084
2828,2828,185,2000-09-22,4.5857,45857,4585700,4.5857
2829,2829,186,2000-09-25,4.5453,45453,4545300,4.5453
2830,2830,187,2000-09-26,4.5733,45733,4573300,4.5733
2831,2831,188,2000-09-27,4.5528,45528,4552800,4.5528
2832,2832,189,2000-09-28,4.5454,45454,4545400,4.5454
2833,2833,190,2000-09-29,4.5404,45404,4540400,4.5404
2834,2834,191,2000-10-02,4.5119,45119,4511900,4.5119
2835,2835,192,2000-10-03,4.5769,45769,4576900,4.5769
2836,2836,193,2000-10-04,4.5477,45477,4547700,4.5477
2837,2837,194,2000-10-05,4.5458,45458,4545800,4.5458
2838,2838,195,2000-10-06,4.5645,45645,4564500,4.5645
2839,2839,196,2000-10-09,4.5418,45418,4541800,4.5418
2840,2840,197,2000-10-10,4.5621,45621,4562100,4.5621
2841,2841,198,2000-10-11,4.5893,45893,4589300,4.5893
2842,2842,199,2000-10-12,4.6623,46623,4662300,4.6623
2843,2843,200,2000-10-13,4.6913,46913,4691300,4.6913
2844,2844,201,2000-10-16,4.6768,46768,4676800,4.6768
2845,2845,202,2000-10-17,4.6898,46898,4689800,4.6898
2846,2846,203,2000-10-18,4.6762,46762,4676200,4.6762
2847,2847,204,2000-10-19,4.6969,46969,4696900,4.6969
2848,2848,205,2000-10-20,4.6601,46601,4660100,4.6601
2849,2849,206,2000-10-23,4.7116,47116,4711600,4.7116
2850,2850,207,2000-10-24,4.6975,46975,4697500,4.6975
2851,2851,208,2000-10-25,4.6847,46847,4684700,4.6847
2852,2852,209,2000-10-26,4.6764,46764,4676400,4.6764
2853,2853,210,2000-10-27,4.6842,46842,4684200,4.6842
2854,2854,211,2000-10-30,4.6718,46718,4671800,4.6718
2855,2855,212,2000-10-31,4.6845,46845,4684500,4.6845
2856,2856,213,2000-11-02,4.6128,46128,4612800,4.6128
2857,2857,214,2000-11-03,4.5365,45365,4536500,4.5365
2858,2858,215,2000-11-06,4.5101,45101,4510100,4.5101
2859,2859,216,2000-11-07,4.5312,45312,4531200,4.5312
2860,2860,217,2000-11-08,4.5519,45519,4551900,4.5519
2861,2861,218,2000-11-09,4.5924,45924,4592400,4.5924
2862,2862,219,2000-11-10,4.5622,45622,4562200,4.5622
2863,2863,220,2000-11-13,4.5902,45902,4590200,4.5902
2864,2864,221,2000-11-14,4.5666,45666,4566600,4.5666
2865,2865,222,2000-11-15,4.5434,45434,4543400,4.5434
2866,2866,223,2000-11-16,4.5768,45768,4576800,4.5768
2867,2867,224,2000-11-17,4.5708,45708,4570800,4.5708
2868,2868,225,2000-11-20,4.5754,45754,4575400,4.5754
2869,2869,226,2000-11-21,4.5688,45688,4568800,4.5688
2870,2870,227,2000-11-22,4.5744,45744,4574400,4.5744
2871,2871,228,2000-11-23,4.5857,45857,4585700,4.5857
2872,2872,229,2000-11-24,4.577,45770,4577000,4.577
2873,2873,230,2000-11-27,4.5468,45468,4546800,4.5468
2874,2874,231,2000-11-28,4.4837,44837,4483700,4.4837
2875,2875,232,2000-11-29,4.5097,45097,4509700,4.5097
2876,2876,233,2000-11-30,4.4735,44735,4473500,4.4735
2877,2877,234,2000-12-01,4.4562,44562,4456200,4.4562
2878,2878,235,2000-12-04,4.464,44640,4464000,4.464
2879,2879,236,2000-12-05,4.4251,44251,4425100,4.4251
2880,2880,237,2000-12-06,4.4093,44093,4409300,4.4093
2881,2881,238,2000-12-07,4.3813,43813,4381300,4.3813
2882,2882,239,2000-12-08,4.3965,43965,4396500,4.3965
2883,2883,240,2000-12-11,4.4105,44105,4410500,4.4105
2884,2884,241,2000-12-12,4.386,43860,4386000,4.386
2885,2885,242,2000-12-13,4.3945,43945,4394500,4.3945
2886,2886,243,2000-12-14,4.365,43650,4365000,4.365
2887,2887,244,2000-12-15,4.3395,43395,4339500,4.3395
2888,2888,245,2000-12-18,4.3217,43217,4321700,4.3217
2889,2889,246,2000-12-19,4.3035,43035,4303500,4.3035
2890,2890,247,2000-12-20,4.2759,42759,4275900,4.2759
2891,2891,248,2000-12-21,4.2351,42351,4235100,4.2351
2892,2892,249,2000-12-22,4.2042,42042,4204200,4.2042
2893,2893,250,2000-12-27,4.1487,41487,4148700,4.1487
2894,2894,251,2000-12-28,4.1414,41414,4141400,4.1414
2895,2895,252,2000-12-29,4.1432,41432,4143200,4.1432
2896,2896,0,2000-12-29,4.1432,41432,4143200,4.1432
2897,2897,1,2001-01-02,4.0961,40961,4096100,4.0961
2898,2898,2,2001-01-03,4.0727,40727,4072700,4.0727
2899,2899,3,2001-01-04,4.1212,41212,4121200,4.1212
2900,2900,4,2001-01-05,4.0846,40846,4084600,4.0846
2901,2901,5,2001-01-08,4.0991,40991,4099100,4.0991
2902,2902,6,2001-01-09,4.1182,41182,4118200,4.1182
2903,2903,7,2001-01-10,4.1578,41578,4157800,4.1578
2904,2904,8,2001-01-11,4.1523,41523,4152300,4.1523
2905,2905,9,2001-01-12,4.1114,41114,4111400,4.1114
2906,2906,10,2001-01-15,4.1087,41087,4108700,4.1087
2907,2907,11,2001-01-16,4.1016,41016,4101600,4.1016
2908,2908,12,2001-01-17,4.1004,41004,4100400,4.1004
2909,2909,13,2001-01-18,4.1125,41125,4112500,4.1125
2910,2910,14,2001-01-19,4.082,40820,4082000,4.082
2911,2911,15,2001-01-22,4.1318,41318,4131800,4.1318
2912,2912,16,2001-01-23,4.096,40960,4096000,4.096
2913,2913,17,2001-01-24,4.1095,41095,4109500,4.1095
2914,2914,18,2001-01-25,4.1449,41449,4144900,4.1449
2915,2915,19,2001-01-26,4.1244,41244,4124400,4.1244
2916,2916,20,2001-01-29,4.138,41380,4138000,4.138
2917,2917,21,2001-01-30,4.1358,41358,4135800,4.1358
2918,2918,22,2001-01-31,4.0879,40879,4087900,4.0879
2919,2919,23,2001-02-01,4.0644,40644,4064400,4.0644
2920,2920,24,2001-02-02,4.0205,40205,4020500,4.0205
2921,2921,25,2001-02-05,4.0315,40315,4031500,4.0315
2922,2922,26,2001-02-06,4.063,40630,4063000,4.063
2923,2923,27,2001-02-07,4.0816,40816,4081600,4.0816
2924,2924,28,2001-02-08,4.079,40790,4079000,4.079
2925,2925,29,2001-02-09,4.1287,41287,4128700,4.1287
2926,2926,30,2001-02-12,4.096,40960,4096000,4.096
2927,2927,31,2001-02-13,4.0815,40815,4081500,4.0815
2928,2928,32,2001-02-14,4.0825,40825,4082500,4.0825
2929,2929,33,2001-02-15,4.1039,41039,4103900,4.1039
2930,2930,34,2001-02-16,4.1004,41004,4100400,4.1004
2931,2931,35,2001-02-19,4.0823,40823,4082300,4.0823
2932,2932,36,2001-02-20,4.0985,40985,4098500,4.0985
2933,2933,37,2001-02-21,4.1046,41046,4104600,4.1046
2934,2934,38,2001-02-22,4.1542,41542,4154200,4.1542
2935,2935,39,2001-02-23,4.1451,41451,4145100,4.1451
2936,2936,40,2001-02-26,4.1225,41225,4122500,4.1225
2937,2937,41,2001-02-27,4.0859,40859,4085900,4.0859
2938,2938,42,2001-02-28,4.0749,40749,4074900,4.0749
2939,2939,43,2001-03-01,4.0284,40284,4028400,4.0284
2940,2940,44,2001-03-02,3.9637,39637,3963700,3.9637
2941,2941,45,2001-03-05,3.9972,39972,3997200,3.9972
2942,2942,46,2001-03-06,3.9945,39945,3994500,3.9945
2943,2943,47,2001-03-07,3.9515,39515,3951500,3.9515
2944,2944,48,2001-03-08,3.9837,39837,3983700,3.9837
2945,2945,49,2001-03-09,3.9788,39788,3978800,3.9788
2946,2946,50,2001-03-12,3.9848,39848,3984800,3.9848
2947,2947,51,2001-03-13,4.0555,40555,4055500,4.0555
2948,2948,52,2001-03-14,4.071,40710,4071000,4.071
2949,2949,53,2001-03-15,4.0918,40918,4091800,4.0918
2950,2950,54,2001-03-16,4.1117,41117,4111700,4.1117
2951,2951,55,2001-03-19,4.1335,41335,4133500,4.1335
2952,2952,56,2001-03-20,4.1198,41198,4119800,4.1198
2953,2953,57,2001-03-21,4.1174,41174,4117400,4.1174
2954,2954,58,2001-03-22,4.1394,41394,4139400,4.1394
2955,2955,59,2001-03-23,4.1323,41323,4132300,4.1323
2956,2956,60,2001-03-26,4.114,41140,4114000,4.114
2957,2957,61,2001-03-27,4.1081,41081,4108100,4.1081
2958,2958,62,2001-03-28,4.1171,41171,4117100,4.1171
2959,2959,63,2001-03-29,4.0905,40905,4090500,4.0905
2960,2960,64,2001-03-30,4.1,41000,4100000,4.1
2961,2961,65,2001-04-02,4.1047,41047,4104700,4.1047
2962,2962,66,2001-04-03,4.0684,40684,4068400,4.0684
2963,2963,67,2001-04-04,4.0488,40488,4048800,4.0488
2964,2964,68,2001-04-05,4.0226,40226,4022600,4.0226
2965,2965,69,2001-04-06,4.019,40190,4019000,4.019
2966,2966,70,2001-04-09,3.9988,39988,3998800,3.9988
2967,2967,71,2001-04-10,4.0109,40109,4010900,4.0109
2968,2968,72,2001-04-11,4.0322,40322,4032200,4.0322
2969,2969,73,2001-04-12,4.0273,40273,4027300,4.0273
2970,2970,74,2001-04-13,4.01,40100,4010000,4.01
2971,2971,75,2001-04-17,4.0376,40376,4037600,4.0376
2972,2972,76,2001-04-18,4.0238,40238,4023800,4.0238
2973,2973,77,2001-04-19,3.9982,39982,3998200,3.9982
2974,2974,78,2001-04-20,3.9807,39807,3980700,3.9807
2975,2975,79,2001-04-23,4.0384,40384,4038400,4.0384
2976,2976,80,2001-04-24,4.073,40730,4073000,4.073
2977,2977,81,2001-04-25,4.0235,40235,4023500,4.0235
2978,2978,82,2001-04-26,4.0164,40164,4016400,4.0164
2979,2979,83,2001-04-27,3.9622,39622,3962200,3.9622
2980,2980,84,2001-04-30,3.9761,39761,3976100,3.9761
2981,2981,85,2001-05-02,3.9497,39497,3949700,3.9497
2982,2982,86,2001-05-04,3.9552,39552,3955200,3.9552
2983,2983,87,2001-05-07,3.9443,39443,3944300,3.9443
2984,2984,88,2001-05-08,3.9475,39475,3947500,3.9475
2985,2985,89,2001-05-09,3.9528,39528,3952800,3.9528
2986,2986,90,2001-05-10,3.9741,39741,3974100,3.9741
2987,2987,91,2001-05-11,3.9678,39678,3967800,3.9678
2988,2988,92,2001-05-14,4.0306,40306,4030600,4.0306
2989,2989,93,2001-05-15,4.0174,40174,4017400,4.0174
2990,2990,94,2001-05-16,3.9827,39827,3982700,3.9827
2991,2991,95,2001-05-17,3.9656,39656,3965600,3.9656
2992,2992,96,2001-05-18,3.9693,39693,3969300,3.9693
2993,2993,97,2001-05-21,3.979,39790,3979000,3.979
2994,2994,98,2001-05-22,3.9813,39813,3981300,3.9813
2995,2995,99,2001-05-23,3.9992,39992,3999200,3.9992
2996,2996,100,2001-05-24,3.9976,39976,3997600,3.9976
2997,2997,101,2001-05-25,3.9963,39963,3996300,3.9963
2998,2998,102,2001-05-28,4.0154,40154,4015400,4.0154
2999,2999,103,2001-05-29,4.038,40380,4038000,4.038
3000,3000,104,2001-05-30,4.0232,40232,4023200,4.0232
3001,3001,105,2001-05-31,4.0083,40083,4008300,4.0083
3002,3002,106,2001-06-01,3.9827,39827,3982700,3.9827
3003,3003,107,2001-06-04,3.9746,39746,3974600,3.9746
3004,3004,108,2001-06-05,3.9852,39852,3985200,3.9852
3005,3005,109,2001-06-06,3.9711,39711,3971100,3.9711
3006,3006,110,2001-06-07,3.9977,39977,3997700,3.9977
3007,3007,111,2001-06-08,3.9908,39908,3990800,3.9908
3008,3008,112,2001-06-11,3.9697,39697,3969700,3.9697
3009,3009,113,2001-06-12,3.9643,39643,3964300,3.9643
3010,3010,114,2001-06-13,3.9432,39432,3943200,3.9432
3011,3011,115,2001-06-15,3.9441,39441,3944100,3.9441
3012,3012,116,2001-06-18,3.9612,39612,3961200,3.9612
3013,3013,117,2001-06-19,3.9703,39703,3970300,3.9703
3014,3014,118,2001-06-20,3.9945,39945,3994500,3.9945
3015,3015,119,2001-06-21,3.9918,39918,3991800,3.9918
3016,3016,120,2001-06-22,3.972,39720,3972000,3.972
3017,3017,121,2001-06-25,3.9522,39522,3952200,3.9522
3018,3018,122,2001-06-26,3.9522,39522,3952200,3.9522
3019,3019,123,2001-06-27,3.9512,39512,3951200,3.9512
3020,3020,124,2001-06-28,3.9496,39496,3949600,3.9496
3021,3021,125,2001-06-29,3.9871,39871,3987100,3.9871
3022,3022,126,2001-07-02,4.0058,40058,4005800,4.0058
3023,3023,127,2001-07-03,3.9887,39887,3988700,3.9887
3024,3024,128,2001-07-04,3.9989,39989,3998900,3.9989
3025,3025,129,2001-07-05,4.0231,40231,4023100,4.0231
3026,3026,130,2001-07-06,4.0912,40912,4091200,4.0912
3027,3027,131,2001-07-09,4.2454,42454,4245400,4.2454
3028,3028,132,2001-07-10,4.2892,42892,4289200,4.2892
3029,3029,133,2001-07-11,4.5004,45004,4500400,4.5004
3030,3030,134,2001-07-12,4.2906,42906,4290600,4.2906
3031,3031,135,2001-07-13,4.2545,42545,4254500,4.2545
3032,3032,136,2001-07-16,4.2067,42067,4206700,4.2067
3033,3033,137,2001-07-17,4.2191,42191,4219100,4.2191
3034,3034,138,2001-07-18,4.1865,41865,4186500,4.1865
3035,3035,139,2001-07-19,4.2522,42522,4252200,4.2522
3036,3036,140,2001-07-20,4.2276,42276,4227600,4.2276
3037,3037,141,2001-07-23,4.1982,41982,4198200,4.1982
3038,3038,142,2001-07-24,4.1995,41995,4199500,4.1995
3039,3039,143,2001-07-25,4.2021,42021,4202100,4.2021
3040,3040,144,2001-07-26,4.1883,41883,4188300,4.1883
3041,3041,145,2001-07-27,4.2009,42009,4200900,4.2009
3042,3042,146,2001-07-30,4.2213,42213,4221300,4.2213
3043,3043,147,2001-07-31,4.2384,42384,4238400,4.2384
3044,3044,148,2001-08-01,4.2519,42519,4251900,4.2519
3045,3045,149,2001-08-02,4.2577,42577,4257700,4.2577
3046,3046,150,2001-08-03,4.2688,42688,4268800,4.2688
3047,3047,151,2001-08-06,4.2324,42324,4232400,4.2324
3048,3048,152,2001-08-07,4.2365,42365,4236500,4.2365
3049,3049,153,2001-08-08,4.2157,42157,4215700,4.2157
3050,3050,154,2001-08-09,4.2161,42161,4216100,4.2161
3051,3051,155,2001-08-10,4.2113,42113,4211300,4.2113
3052,3052,156,2001-08-13,4.2253,42253,4225300,4.2253
3053,3053,157,2001-08-14,4.2605,42605,4260500,4.2605
3054,3054,158,2001-08-16,4.2657,42657,4265700,4.2657
3055,3055,159,2001-08-17,4.2768,42768,4276800,4.2768
